TAGNT Mat-Jhn - Translators Amalgamated Greek NT -  STEPBible.org CC BY 4.0
TAGNT Act-Rev - Translators Amalgamated Greek NT -  STEPBible.org CC BY 4.0
(This is saved as 2  files because a single file too large for Hithub)
=================================================
All the words from standard Greek editions (NA27/28, TR, SBL, TH, Byz, WH, Treg) with translations, grammar, sources & variants marked with significance
=================================================================================================
Further explanation at: 	https://docs.google.com/document/d/1a24mPFzfAEkDbGvNXvmTzVk5NawntoEozYYAgzM5VmE/preview	
Spreadsheet version at: 	https://docs.google.com/spreadsheets/d/16Y1OCgWcqZndmWP3CA3YfYMPjwxIRb0UMQt-cSS8Wdw/edit#gid=0	
Word version at:	https://drive.google.com/file/d/1kSPJdBuRARV8bNIMK0T1B5MomWnL77ak/view?usp=sharing

	==============================================================												
	Data created by www.STEPBible.org based on work at Tyndale House Cambridge (CC BY 4.0)												
	==============================================================												
	This licence allows you to:												
	* Include any part of this data in software or publications without requesting permission 												
	* Download the data and reformat it for your application, without changing the data												
	* Send any proposed corrections to STEPBibleATGmail.com. to be verified 												
	  (You MAY make changes yourself, but you should include a note of changes that can be viewed by those who use your new data)												
	* Refer others to github.com/STEPBible as the source of the data. Please do not redistribute it yourself. 												
	  (Updates or corrections are easier to implement when the data is distributed from a single source)												
	* We'd love to hear about your project when you make it available. Email us at STEPBibleATGmail.com..												
	==============================================================												

=======================================================================

Summary of words included in the Amalgamated Greek NT:
=====================================
WORD TYPES:	USAGE IN BIBLES			EDITIONS				
=NA same TR	133304 words are translated in both traditional KJV and modern Bibles.			NA27/28 + TR + others all having the same meaning				
=NA diff TR	3922 words may translate differently in traditional and modern Bibles.			NA27/28 + others having the same meaning but there are.also .. 				| Variants = different meanings in TR + others
=NA not TR	761 words are translated in most modern Bibles but not in the KJV.			NA27/28 + others having the same meaning but not TR				
=TR+NIV/ESV not NA	227 words are translated in the KJV and in some modern Bibles.			TR + others having the same meaning but not NA27/28				
=TR not NA,NIV/ESV	3573 words are translated in the KJV but not in most modern Bibles.			TR + others having the same meaning but not NA27/28				
Not in NA or TR	245 words occur in early manuscripts but not translated in most Bibles.			Others having a word that is not found in TR or NA27/28				


FIELD DESCRIPTIONS:
==============

Ref: Versification used by SBL and all modern texts. Significantly different from KJV at Mat.17.14; 20.4; Mrk.3.19; 12.15; Luk.1.74; 6.17; 7.19; Act.2.10; 3.19; 4.6; 5.40; 9.29; 13.39; 19.41; 24.18; Rom.7.9; 9.11; 2Co.1.6; 8.13; 10.5; 13.13; 13.14; Gal.2.20; Eph.1.11; 2.15; 5.13; Php.2.8; Col.1.21; 1Th.1.3; 2.6; 2.11; Heb.3.9; 7.21; 12.23; 1Pe.3.15; Rev.2.27; 13.1; 17.10; 
Word Type: Source of the word, privileging NA, then TR. 
Greek: spelling based on NA28 for NA, then TR if not in NA, then other Eds if in neither.  Cases and final accents based on the punctuation which follows THGHT
English is based on Berean Study Bible, with permission, as at 1-July02019. This covered only NA words. Others supplied by Tyndale scholars, and the complete work was unified in many ways. 
Extended Strong: Extended with words not used in the KJV. Backwardly compatible with standard Strongs and NASB tagging, as defined in the Brief Lexicon at https://STEPBible\.github.io/STEPBible-Data/
Morphology: Based on James Tuaber, with addtional details by Tyndale scholars: persons added to Personal, Reflexive and Possessive pronouns; distinguish 2nd verbal forms (e.g. 2nd Aorist); distinguished betweeen "Passive", "Either middle or Passive", "Deponent"
 - some changes have been made, including: 
	ἐμοῦ  A-GSMN => P-1GS @ Jhn.016.015
	ευθυς =G2117 A-MNSM "straight" => G2112 ADV "immediately" @ Mat.003.016; Mat.013.20; Mat.013.21; Mrk.001.012; Mrk.001.028; Jhn.013.032; Jhn.019.034; Jhn.021.003
	V-PAI-3P changed to V-PAP-DPM except for  εισι[ν] (G1510) which is V-PAI-3P while οὖσι[ν] (G1510) is V-PAP-DPM
	τίς etc changed from I-NSM etc to X-MNSM etc at Act.025.014; 1Co.010.019; Heb.010.025, 27, 28; 11.040; 12.15x2, 16; 13.002; Jas.001.005, 7, 18, 23, 26; 2.014, 16, 18; 3.002; 5.013x2, 14x2; 5.019x2; 1Pe.002.019
	G4302 changed to G4277 when προειπον  is used, ie 45_Act.001.016-A, 49_Gal.005.021-A, 53_1Th.004.006-A
	G4302 changed to G4280 when προερέω is used, ie 41_Mat.024.025-A, 42_Mrk.013.023-INSTW, 42_Mrk.013.023-B, 46_Rom.009.029-A, 48_2Co.007.003-A, 48_2Co.013.002-A, 49_Gal.001.009-A, 59_Heb.004.007-IMNSTW, 59_Heb.010.015-B, 62_2Pe.003.002-A, 66_Jud.001.017-A, 
	ποῦ =G4225 => G4226 at 42_Mrk.015.047-A, 44_Jhn.001.039-A, 63_1Jn.002.011-A
Lexical form & Gloss: from the TBESG - Tyndale Brief lexicon of Extended Strongs for Greek at https://STEPBible\.github.io/STEPBible-Data/
Editions: those which use the same letters, though they may be accented or capitalised differently. Byz=Byzantine based on RP;  NA27=Nestle-Aland 27th ed; NA28 2012 (this is NOT the same as ECM Acts - see eg Act.1.10 ἐσθῆτι in ECM); TR= Textus Receptus; SBL= SBLGNT; Treg= Tregelles; WH= WH;  Tyn= Tyndale House GNT. 
Spanish is based on  Marvel Bible Project as on 9-Jan-2019 from https://github.com/eliranwong/OpenGNT/blob/master/OpenGNT_BASE_TEXT.zip &  OpenGNT_keyedFeatures.csv.zip. This was available only for words in NA28. Other words are supplied by Tyndale scholars.
Sub-meanings: words with more than one meaning are supplied with a context-sensitive sub-meaning. Individuals and Places are identified as in TIPNR. Other are based on CSG (Context Sensitive Gloss) from Marvel Bible Project as at 9-Jan-2019 from https://github.com/eliranwong/OpenGNT/blob/master/OpenGNT_BASE_TEXT.zip &  OpenGNT_keyedFeatures.csv.zip. This was available only for words in NA28. Other words are supplied by Tyndale House who also edited the CSG for words where sub-meanings  were not sufficiently detailed. 
Conjoined data: links words that might not be translated (eg articles and particles) with the word they are connected to, which are often separated by several other words. 


Reference + word	Word #	Greek	English Translation	Strongs	Grammar	Dictionary form	English gloss	Editions		Spelling variants	Meaning variants	Spanish Translation	Sub-meaning	Super-meaning	Conjoin word
41_Mat.025.026	=NA same TR ~~	ἀποκριθεὶς	answering	G0611	V-AOP-NSM	ἀποκρίνω	to answer	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀποκριθεὶς		habiendo respondido	to answer			
41_Mat.025.026	=NA same TR ~~	δὲ	now,	G1161	CONJ	δέ	but/and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δὲ		pero	but			
41_Mat.025.026	=NA same TR ~~	ὁ	the	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	the		»008:G2962	
41_Mat.025.026	=NA same TR ~~	κύριος	master	G2962	N-NSM	κύριος	lord	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	κύριος		amo	lord§2_master			
41_Mat.025.026	=NA same TR ~~	αὐτοῦ	of him	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		de él	his		«008:G2962	
41_Mat.025.026	=NA same TR ~~	εἶπεν	said	G2036	V-2AAI-3S	ἔπω, ἐρῶ, εἶπον	to say	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	εἶπεν		dijo	to say			
41_Mat.025.026	=NA same TR ~~	αὐτῷ·	to him,	G0846	P-DSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτῷ		a él	to him		«012:G2036	
41_Mat.025.026	=NA same TR ~~	πονηρὲ	Wicked	G4190	A-VSM	πονηρός	evil/bad	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πονηρὲ		Maligno	evil			
41_Mat.025.026	=NA same TR ~~	δοῦλε	servant	G1401	N-VSM	δοῦλος	slave	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δοῦλε		esclavo	slave			
41_Mat.025.026	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		e	and			
41_Mat.025.026	=NA same TR ~~	ὀκνηρέ,	lazy!	G3636	A-VSM	ὀκνηρός	lazy	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὀκνηρέ		indolente	lazy			
41_Mat.025.026	=NA same TR ~~	ᾔδεις	You knew	G1492	V-2LAI-2S	εἴδω	to perceive	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ᾔδεις		¿habías sabido	to know§1_know/understand			
41_Mat.025.026	=NA same TR ~~	ὅτι	that	G3754	CONJ	ὅτι	that/since	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὅτι		que	that§1_that		«024:G1492	
41_Mat.025.026	=NA same TR ~~	θερίζω	I reap	G2325	V-PAI-1S	θερίζω	to reap	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	θερίζω		estoy segando	to reap			
41_Mat.025.026	=NA same TR ~~	ὅπου	where	G3699	CONJ	ὅπου	where(-ever)	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὅπου		donde	where(-ever)			
41_Mat.025.026	=NA same TR ~~	οὐκ	not	G3756	PRT-N	οὐ	no	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὐκ		no	no			
41_Mat.025.026	=NA same TR ~~	ἔσπειρα	I sowed,	G4687	V-AAI-1S	σπείρω	to sow	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔσπειρα		habiendo sembrado	to sow			
41_Mat.025.026	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
41_Mat.025.026	=NA same TR ~~	συνάγω	gather	G4863	V-PAI-1S	συνάγω	to assemble	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	συνάγω		estoy recogiendo	to assemble			
41_Mat.025.026	=NA same TR ~~	ὅθεν	from where	G3606	CONJ	ὅθεν	whence	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὅθεν		de donde	whence			
41_Mat.025.026	=NA same TR ~~	οὐ	not	G3756	PRT-N	οὐ	no	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὐ		no	no			
41_Mat.025.026	=NA same TR ~~	διεσκόρπισα;	I scattered.	G1287	V-AAI-1S	διασκορπίζω	to scatter	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	διεσκόρπισα		habiendo esparcido?	to scatter			
															
															
# Mat.25.27	ἔδει	σε	οὖν	βαλεῖν	τὰ	ἀργύριά	μου	τοῖς	τραπεζίταις,	καὶ	ἐλθὼν				
#_Translation	It was necessary	you	therefore	to put	the	coins	of me	to the	bankers,	and	having come,				
#_Word=Grammar	G1163=V-IAI-3S	G4771=P-2AS	G3767=CONJ	G0906=V-2AAN	G3588=T-APN	G0694=N-APN	G1473=P-1GS	G3588=T-DPM	G5133=N-DPM	G2532=CONJ	G2064=V-2AAP-NSM				
#_Non-NA variants					 ¦ Treg+TR+Byz = τὸ = "the" = G3588 = T-ASN 	 | Treg+TR+Byz = ἀργύριόν = "coin" = G0694 = N-ASN 									
#_Mat.25.27 cont.	ἐγὼ	ἐκομισάμην	ἂν	τὸ	ἐμὸν	σὺν	τόκῳ.								
#_Translation	I	would have received	maybe	<the>	my own	with	interest.								
#_Word=Grammar	G1473=P-1NS	G2865=V-AMI-1S	G0302=PRT	G3588=T-ASN	G1699=S-1SASN	G4862=PREP	G5110=N-DSM								
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
41_Mat.025.027	=NA same TR ~~	ἔδει	It was necessary	G1163	V-IAI-3S	δεῖ	be necessary	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔδει		Estaba siendo necesario	be necessary			
41_Mat.025.027	=NA same TR ~~	σε	you	G4771	P-2AS	σύ	you	NA27+NA28+Tyn+SBL+WH+Treg+NIV>1:TR+Byz	σε		a ti	you		»008:G0906	
41_Mat.025.027	=NA same TR ~~	οὖν	therefore	G3767	CONJ	οὖν	therefore/then	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὖν		por lo tanto	then			
41_Mat.025.027	=NA same TR ~~	βαλεῖν	to put	G0906	V-2AAN	βάλλω	to throw	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	βαλεῖν		poner	to throw§2_put/lie			
41_Mat.025.027	=NA diff TR ˹˺	τὰ	the	G3588	T-APN	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+NIV	τὰ	 ¦ Treg+TR+Byz = τὸ = "the" = G3588 = T-ASN 	las	the		»012:G0694	
41_Mat.025.027	=NA diff TR ˹˺	ἀργύριά	coins	G0694	N-APN	ἀργύριον	money	NA27+NA28+Tyn+SBL+WH+NIV	ἀργύριά	 | Treg+TR+Byz = ἀργύριόν = "coin" = G0694 = N-ASN 	platas	silver			
41_Mat.025.027	=NA same TR ~~	μου	of me	G1473	P-1GS	ἐγώ	I/we	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μου		de mí	my		«012:G0694	
41_Mat.025.027	=NA same TR ~~	τοῖς	to the	G3588	T-DPM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τοῖς		(en) las	the		»018:G5133	
41_Mat.025.027	=NA same TR ~~	τραπεζίταις,	bankers,	G5133	N-DPM	τραπεζίτης	money lender	NA27+NA28+SBL+Treg+TR+Byz+NIV ; Tyn+WH	τραπεζίταις ; τραπεζείταις		mesas (de banquero)	money lender			
41_Mat.025.027	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
41_Mat.025.027	=NA same TR ~~	ἐλθὼν	having come,	G2064	V-2AAP-NSM	ἔρχομαι	to come/go	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐλθὼν		habiendo venido	to come			
41_Mat.025.027	=NA same TR ~~	ἐγὼ	I	G1473	P-1NS	ἐγώ	I/we	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐγὼ		yo	I		«022:G2064	
41_Mat.025.027	=NA same TR ~~	ἐκομισάμην	would have received	G2865	V-AMI-1S	κομίζω	to bring/be repaid	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐκομισάμην		habiéndome llevado	to be repaid			
41_Mat.025.027	=NA same TR ~~	ἂν	maybe	G0302	PRT	ἄν	if	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἂν		probable	if			
41_Mat.025.027	=NA same TR ~~	τὸ	<the>	G3588	T-ASN	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὸ		lo	the		»032:G1699	
41_Mat.025.027	=NA same TR ~~	ἐμὸν	my own	G1699	S-1SASN	ἐμός	my	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐμὸν		mío	my [money]		»	
41_Mat.025.027	=NA same TR ~~	σὺν	with	G4862	PREP	σύν	with	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	σὺν		junto con	with			
41_Mat.025.027	=NA same TR ~~	τόκῳ.	interest.	G5110	N-DSM	τόκος	interest	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τόκῳ		interés	interest			
															
															
# Mat.25.28	ἄρατε	οὖν	ἀπ᾽	αὐτοῦ	τὸ	τάλαντον	καὶ	δότε	τῷ	ἔχοντι	τὰ				
#_Translation	do take	therefore	from	him	the	talent,	and	do give [it]	to the [one]	having	the				
#_Word=Grammar	G0142=V-AAM-2P	G3767=CONJ	G0575=PREP	G0846=P-GSM	G3588=T-ASN	G5007=N-ASN	G2532=CONJ	G1325=V-2AAM-2P	G3588=T-DSM	G2192=V-PAP-DSM	G3588=T-APN				
#_Non-NA variants															
#_Mat.25.28 cont.	δέκα	τάλαντα.													
#_Translation	ten	talents.													
#_Word=Grammar	G1176=A-APN-NUI	G5007=N-APN													
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
41_Mat.025.028	=NA same TR ~~	ἄρατε	do take	G0142	V-AAM-2P	αἴρω	to take up	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἄρατε		Alcen	to take up			
41_Mat.025.028	=NA same TR ~~	οὖν	therefore	G3767	CONJ	οὖν	therefore/then	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὖν		por lo tanto	therefore			
41_Mat.025.028	=NA same TR ~~	ἀπ᾽	from	G0575	PREP	ἀπό	away from	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀπ᾽		desde	from			
41_Mat.025.028	=NA same TR ~~	αὐτοῦ	him	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		él	of him		«006:G0575	
41_Mat.025.028	=NA same TR ~~	τὸ	the	G3588	T-ASN	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὸ		el	the		»012:G5007	
41_Mat.025.028	=NA same TR ~~	τάλαντον	talent,	G5007	N-ASN	τάλαντον	talent	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τάλαντον		talento	talent			
41_Mat.025.028	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
41_Mat.025.028	=NA same TR ~~	δότε	do give [it]	G1325	V-2AAM-2P	δίδωμι	to give	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δότε		den	to give			
41_Mat.025.028	=NA same TR ~~	τῷ	to the [one]	G3588	T-DSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τῷ		a el	[that] which		»020:G2192	
41_Mat.025.028	=NA same TR ~~	ἔχοντι	having	G2192	V-PAP-DSM	ἔχω	to have/be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔχοντι		estando teniendo	to have			
41_Mat.025.028	=NA same TR ~~	τὰ	the	G3588	T-APN	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὰ		los	the		»026:G5007	
41_Mat.025.028	=NA same TR ~~	δέκα	ten	G1176	A-APN-NUI	δέκα	ten	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δέκα		diez	ten			
41_Mat.025.028	=NA same TR ~~	τάλαντα.	talents.	G5007	N-APN	τάλαντον	talent	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τάλαντα		talentos	talent			
															
															
# Mat.25.29	τῷ	γὰρ	ἔχοντι	παντὶ	δοθήσεται	καὶ	περισσευθήσεται·	ἀπὸ	τοῦ	δὲ	μὴ				
#_Translation	<the>	For	having,	to everyone	will be given,	and	he will have in abundance;	from	the [one]	however	not				
#_Word=Grammar	G3588=T-DSM	G1063=CONJ	G2192=V-PAP-DSM	G3956=A-DSM	G1325=V-FPI-3S	G2532=CONJ	G4052=V-FPI-3S	G0575=PREP	G3588=T-GSM	G1161=CONJ	G3361=PRT-N				
#_Non-NA variants															
#_Mat.25.29 cont.	ἔχοντος,	καὶ	ὃ	ἔχει	ἀρθήσεται	ἀπ᾽	αὐτοῦ.								
#_Translation	having,	even	that which	he has	will be taken away	from	him.								
#_Word=Grammar	G2192=V-PAP-GSM	G2532=CONJ	G3739=R-ASN	G2192=V-PAI-3S	G0142=V-FPI-3S	G0575=PREP	G0846=P-GSM								
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
41_Mat.025.029	=NA same TR ~~	τῷ	<the>	G3588	T-DSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τῷ		A el	the		»006:G2192	
41_Mat.025.029	=NA same TR ~~	γὰρ	For	G1063	CONJ	γάρ	for	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	γὰρ		porque	for			
41_Mat.025.029	=NA same TR ~~	ἔχοντι	having,	G2192	V-PAP-DSM	ἔχω	to have/be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔχοντι		estando teniendo	to have			
41_Mat.025.029	=NA same TR ~~	παντὶ	to everyone	G3956	A-DSM	πᾶς	all	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	παντὶ		todo	all			
41_Mat.025.029	=NA same TR ~~	δοθήσεται	will be given,	G1325	V-FPI-3S	δίδωμι	to give	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δοθήσεται		será dado	to give			
41_Mat.025.029	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
41_Mat.025.029	=NA same TR ~~	περισσευθήσεται·	he will have in abundance;	G4052	V-FPI-3S	περισσεύω	to abound/exceed	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	περισσευθήσεται		será hecho exceder	to exceed			
41_Mat.025.029	=TR not NA or NIV/ESV «»	ἀπὸ	from	G0575	PREP	ἀπό	away from	TR+Byz	ἀπὸ		desde	from			
41_Mat.025.029	=NA same TR ~~	τοῦ	the [one]	G3588	T-GSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+NIV>1:TR+Byz	τοῦ		de el	[that] which		»022:G2192	
41_Mat.025.029	=NA same TR ~~	δὲ	however	G1161	CONJ	δέ	but/and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δὲ		pero	but			
41_Mat.025.029	=NA same TR ~~	μὴ	not	G3361	PRT-N	μή	not	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μὴ		no	not			
41_Mat.025.029	=NA same TR ~~	ἔχοντος,	having,	G2192	V-PAP-GSM	ἔχω	to have/be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔχοντος		estando teniendo	to have			
41_Mat.025.029	=NA same TR ~~	καὶ	even	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	even			
41_Mat.025.029	=NA same TR ~~	ὃ	that which	G3739	R-ASN	ὅς, ἥ	which	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὃ		cual (cosa)	what		»028:G2192	
41_Mat.025.029	=NA same TR ~~	ἔχει	he has	G2192	V-PAI-3S	ἔχω	to have/be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔχει		está teniendo	to have			
41_Mat.025.029	=NA same TR ~~	ἀρθήσεται	will be taken away	G0142	V-FPI-3S	αἴρω	to take up	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀρθήσεται		será alzado	to take up			
41_Mat.025.029	=NA same TR ~~	ἀπ᾽	from	G0575	PREP	ἀπό	away from	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀπ᾽		desde	from			
41_Mat.025.029	=NA same TR ~~	αὐτοῦ.	him.	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		él	of him		«032:G0575	
															
															
# Mat.25.30	καὶ	τὸν	ἀχρεῖον	δοῦλον	ἐκβάλετε	εἰς	τὸ	σκότος	τὸ	ἐξώτερον·	ἐκεῖ				
#_Translation	And	the	worthless	servant,	do cast out	into	the	darkness	<the>	outer;	there				
#_Word=Grammar	G2532=CONJ	G3588=T-ASM	G0888=A-ASM	G1401=N-ASM	G1544=V-2AAM-2P	G1519=PREP	G3588=T-ASN	G4655=N-ASN	G3588=T-ASN	G1857=A-ASN-C	G1563=ADV				
#_Non-NA variants					 ¦ TR = ἐκβάλλετε = "do cast out" = G1544 = V-PAM-2P 										
#_Mat.25.30 cont.	ἔσται	ὁ	κλαυθμὸς	καὶ	ὁ	βρυγμὸς	τῶν	ὀδόντων.¶							
#_Translation	will be	the	weeping	and	the	gnashing	of the	teeth.							
#_Word=Grammar	G1510=V-FDI-3S	G3588=T-NSM	G2805=N-NSM	G2532=CONJ	G3588=T-NSM	G1030=N-NSM	G3588=T-GPM	G3599=N-GPM							
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
41_Mat.025.030	=NA same TR ~~	καὶ	And	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		Y	and			
41_Mat.025.030	=NA same TR ~~	τὸν	the	G3588	T-ASM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὸν		a el	the		»008:G1401	
41_Mat.025.030	=NA same TR ~~	ἀχρεῖον	worthless	G0888	A-ASM	ἀχρεῖος	worthless	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀχρεῖον		inútil	worthless			
41_Mat.025.030	=NA same TR ~~	δοῦλον	servant,	G1401	N-ASM	δοῦλος	slave	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δοῦλον		esclavo	slave			
41_Mat.025.030	=NA diff TR ˹˺	ἐκβάλετε	do cast out	G1544	V-2AAM-2P	ἐκβάλλω	to expel	NA27+NA28+Tyn+SBL+WH+Treg+Byz+NIV	ἐκβάλετε	 ¦ TR = ἐκβάλλετε = "do cast out" = G1544 = V-PAM-2P 	arrojen hacia fuera	to expel			
41_Mat.025.030	=NA same TR ~~	εἰς	into	G1519	PREP	εἰς	toward	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	εἰς		hacia dentro	toward			
41_Mat.025.030	=NA same TR ~~	τὸ	the	G3588	T-ASN	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὸ		a la	the		»016:G4655	
41_Mat.025.030	=NA same TR ~~	σκότος	darkness	G4655	N-ASN	σκότος	darkness	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	σκότος		oscuridad	darkness			
41_Mat.025.030	=NA same TR ~~	τὸ	<the>	G3588	T-ASN	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὸ		la	the		»020:G1857	
41_Mat.025.030	=NA same TR ~~	ἐξώτερον·	outer;	G1857	A-ASN-C	ἐξώτερος	outer	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐξώτερον		(de) afuera	outer			
